id,ChapterName,difficulty,genuine_failure_count,raw_failure_count,failed_models,non_reasoning_models,genuine_failed_models,gemma_label,qwen_label,mistral_label,source,rationale,manual_note,non_reasoning_reason
450,স্থিতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
451,স্থিতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
452,স্থিতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
453,স্থিতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
454,স্থিতিবিদ্যা,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
455,স্থিতিবিদ্যা,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
456,স্থিতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
457,স্থিতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
458,স্থিতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
459,স্থিতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
460,স্থিতিবিদ্যা,Medium,2,2,"gemma,qwen",,"gemma,qwen",0,0,1,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
461,স্থিতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
462,স্থিতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
463,স্থিতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
464,স্থিতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
465,স্থিতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
466,স্থিতিবিদ্যা,Medium,2,2,"gemma,qwen",,"gemma,qwen",0,0,1,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
467,স্থিতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
468,স্থিতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
469,স্থিতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
470,স্থিতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
471,স্থিতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
472,স্থিতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
473,স্থিতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
474,স্থিতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
475,স্থিতিবিদ্যা,Medium,2,2,"gemma,qwen",,"gemma,qwen",0,0,1,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
476,গতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
477,গতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
478,গতিবিদ্যা,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
479,গতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
480,গতিবিদ্যা,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
481,গতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
482,ভেক্টর,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
483,গতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
484,গতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
485,গতিবিদ্যা,Medium,2,2,"gemma,qwen",,"gemma,qwen",0,0,1,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
486,গতিবিদ্যা,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
487,গতিবিদ্যা,Medium,2,2,"gemma,qwen",,"gemma,qwen",0,0,1,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
488,গতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
490,গতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
491,গতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
492,গতিবিদ্যা,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
493,গতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
494,গতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
495,গতিবিদ্যা,Medium,2,2,"gemma,qwen",,"gemma,qwen",0,0,1,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
496,গতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
497,গতিবিদ্যা,Medium,2,2,"gemma,qwen",,"gemma,qwen",0,0,1,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
498,গতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
499,গতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
500,গতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
501,গতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
502,গতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
503,গতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
504,গতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
505,গতিবিদ্যা,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
506,গতিবিদ্যা,Medium,2,2,"gemma,qwen",,"gemma,qwen",0,0,1,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
507,গতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
508,গতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
509,গতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
510,গতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
511,গতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
512,গতিবিদ্যা,Medium,2,2,"qwen,mistral",,"qwen,mistral",1,0,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
513,গতিবিদ্যা,Medium,2,2,"gemma,qwen",,"gemma,qwen",0,0,1,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
514,গতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
515,গতিবিদ্যা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
516,সম্ভাবনা,Easy,1,1,mistral,,mistral,1,1,0,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
517,সম্ভাবনা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
518,সম্ভাবনা,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
519,সম্ভাবনা,Easy,1,1,mistral,,mistral,1,1,0,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
520,সম্ভাবনা,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
521,সম্ভাবনা,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
522,সম্ভাবনা,Easy,1,1,qwen,,qwen,1,0,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
524,সম্ভাবনা,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
525,সম্ভাবনা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
526,সম্ভাবনা,Medium,2,2,"gemma,qwen",,"gemma,qwen",0,0,1,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
527,সম্ভাবনা,Easy,1,1,mistral,,mistral,1,1,0,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
528,সম্ভাবনা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
529,সম্ভাবনা,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
530,সম্ভাবনা,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
531,সম্ভাবনা,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
532,সম্ভাবনা,Easy,1,1,mistral,,mistral,1,1,0,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
533,সম্ভাবনা,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
534,সম্ভাবনা,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
535,সম্ভাবনা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
536,সম্ভাবনা,Easy,1,1,mistral,,mistral,1,1,0,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
537,সম্ভাবনা,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
538,সম্ভাবনা,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
539,সম্ভাবনা,Medium,2,2,"gemma,qwen",,"gemma,qwen",0,0,1,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
540,সম্ভাবনা,Hard,3,3,"gemma,qwen,mistral",,"gemma,qwen,mistral",0,0,0,model_labels_only,"All three target models have genuine failures, indicating a hard reasoning problem.",,
542,সম্ভাবনা,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
543,সম্ভাবনা,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
544,সম্ভাবনা,Easy,1,1,gemma,,gemma,0,1,1,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
545,সম্ভাবনা,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
546,সম্ভাবনা,Easy,1,1,mistral,,mistral,1,1,0,model_labels_only,Only one target model has a genuine failure; most models solved the reasoning.,,
547,সম্ভাবনা,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
548,সম্ভাবনা,Medium,2,2,"gemma,qwen",,"gemma,qwen",0,0,1,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
549,সম্ভাবনা,Medium,2,2,"gemma,mistral",,"gemma,mistral",0,1,0,model_labels_only,"Two target models have genuine failures, so the problem has moderate reasoning difficulty.",,
550,সম্ভাবনা,Easy,0,0,,,,1,1,1,model_labels_only,"All three target models solved it, or failures are final-format/non-reasoning only.",,
